t,phase,step_idx,mask_ss,theta_s_deg,Hdot_s_x,Hdot_s_y,Hdot_s_z,tau_w_x,tau_w_y,tau_w_z,torso_ref_mode,e_ori_torso_deg,e_pos_torso_x,e_pos_torso_y,e_pos_torso_z,d_ee_to_target,e_ori_ee_deg,swing_arm,stance_a_idx,stance_b_idx,swing_to_idx,gait_phase_idx
0.010000,DS,-1,0,0.000000000,nan,nan,nan,0.000000000,0.000000000,0.000000000,ds_hold,0.000000000,0.000000000,0.000000000,0.000000000,nan,0.000000000,,2,2,-1,0
0.020000,DS,-1,0,0.000000000,nan,nan,nan,0.000000000,0.000000000,0.000000000,ds_hold,0.000000000,-0.000000000,0.000000000,0.000000000,nan,0.000000001,,2,2,-1,0
0.030000,DS,-1,0,0.000000000,nan,nan,nan,0.000000000,0.000000000,0.000000000,ds_hold,0.000000000,-0.000000000,0.000000000,0.000000000,nan,0.000000001,,2,2,-1,0
0.040000,DS,-1,0,0.000000000,nan,nan,nan,0.000000000,0.000000000,0.000000000,ds_hold,0.000000000,-0.000000000,0.000000000,0.000000000,nan,0.000000001,,2,2,-1,0
0.050000,DS,-1,0,0.000000000,nan,nan,nan,0.000000000,0.000000000,0.000000000,ds_hold,0.000000000,-0.000000000,0.000000000,0.000000000,nan,0.000000001,,2,2,-1,0
0.060000,DS,-1,0,0.000000000,nan,nan,nan,0.000000000,0.000000000,0.000000000,ds_hold,0.000000000,-0.000000000,0.000000000,0.000000000,nan,0.000000003,,2,2,-1,0
0.070000,DS,-1,0,0.000000000,nan,nan,nan,0.000000000,0.000000000,0.000000000,ds_hold,0.000000000,-0.000000000,-0.000000000,0.000000000,nan,0.000000010,,2,2,-1,0
0.080000,DS,-1,0,0.000000000,nan,nan,nan,0.000000000,0.000000000,0.000000000,ds_hold,0.000000001,0.000000000,0.000000000,0.000000000,nan,0.000000034,,2,2,-1,0
0.090000,DS,-1,0,0.000000000,nan,nan,nan,0.000000000,0.000000000,0.000000000,ds_hold,0.000000002,-0.000000000,-0.000000000,0.000000000,nan,0.000000121,,2,2,-1,0
0.100000,DS,-1,0,0.000000000,nan,nan,nan,0.000000000,0.000000000,0.000000000,ds_hold,0.000000008,0.000000000,0.000000000,-0.000000000,nan,0.000000420,,2,2,-1,0
0.110000,SS,0,1,0.000126682,0.457021375,-1.444435897,2.471731458,-0.655548563,1.275867154,-1.228201132,planner_track,0.006747189,0.000022672,0.000009380,0.000005809,0.799631173,0.003367807,b,2,2,3,1
0.210000,SS,0,1,0.000758228,0.606291046,-1.411405680,2.709622195,-0.859136881,1.995982197,-2.400393218,planner_track,0.010956943,0.000034556,0.000010865,0.000040722,0.797353611,0.006008711,b,2,2,3,1
0.310000,SS,0,1,0.002145545,0.674196370,-1.224821781,3.346441154,-1.092094709,2.556116369,-3.298616157,planner_track,0.012054662,-0.000040802,-0.000028203,0.000099669,0.791660929,0.009434914,b,2,2,3,1
0.410000,SS,0,1,0.004478131,0.679196560,-0.980452391,3.880488818,-1.257856044,2.964385676,-3.982176266,planner_track,0.011860153,-0.000247900,-0.000115419,0.000175697,0.781407825,0.016627495,b,2,2,3,1
0.510000,SS,0,1,0.007885818,0.609532740,-0.703452242,4.395887449,-1.324497480,3.204418039,-4.491709863,planner_track,0.011178464,-0.000605297,-0.000245004,0.000260305,0.765812207,0.028322933,b,2,2,3,1
0.610000,SS,0,1,0.012434236,0.474404063,-0.420702853,4.830388750,-1.312974962,3.296836294,-4.804381990,planner_track,0.010789346,-0.001111852,-0.000401663,0.000343527,0.744432178,0.043091464,b,2,2,3,1
0.710000,SS,0,1,0.018131563,0.282799312,-0.138252219,4.999968945,-1.234628841,3.255433649,-4.919789707,planner_track,0.010926972,-0.001752071,-0.000564567,0.000415260,0.717136858,0.059169509,b,2,2,3,1
